|ＡＮＡＳ|はこの区間をここ３０年間で徐々にアップグレードさせている。	{"comment": "", "curid": 1225116, "id": 844600, "match_segment_pos": "UNK", "match_segment_surf": "ＡＮＡＳ", "query": "ＡＮＡ", "type": "OK"}
それを見た二人は、夢|だ|けど|夢ではなかったと大喜びする。	{"comment": "", "curid": 2095720, "id": 1785962, "match_segment_pos": "判定詞--助詞", "match_segment_surf": "だ--けど", "query": "だけ", "type": "OK"}
ただこれらの植物は、近年の登山客の増加によって|めっきり|少なくなってしまった。	{"comment": "", "curid": 901606, "id": 1799468, "match_segment_pos": "副詞", "match_segment_surf": "めっきり", "query": "きり", "type": "OK"}
ただし、セクシーさが嫌味で下品に映る場合は、癒し系とはみなされず、|いやらし|系とされる。	{"comment": "", "curid": 430224, "id": 1805738, "match_segment_pos": "形容詞", "match_segment_surf": "いやらし", "query": "やら", "type": "OK"}
ただし、多く投入すると雑味となって湯豆腐|ならでは|の淡味が失われる恐れもある。	{"comment": "", "curid": 14476, "id": 1811206, "match_segment_pos": "接尾辞", "match_segment_surf": "ならでは", "query": "なら", "type": "OK"}
ただし現在では略称の方が有名になり、正式名を知る者は|なかなか|い|ない。	{"comment": "", "curid": 112560, "id": 1827453, "match_segment_pos": "副詞--動詞", "match_segment_surf": "なかなか--い", "query": "かい", "type": "OK"}
ただし事件への北朝鮮の関与は裁判でも明らかに|なら|なかった。	{"comment": "", "curid": 3150831, "id": 1823221, "match_segment_pos": "接尾辞", "match_segment_surf": "なら", "query": "なら", "type": "OK"}
ただのセールスマン|じゃ|ございません。	{"comment": "", "curid": 132823, "id": 1829832, "match_segment_pos": "助詞", "match_segment_surf": "じゃ", "query": "じゃ", "type": "OK"}
たとえば、|ぴあ?ねっと?浜松|、ヘルプセンターじゃんぷといったようなものである。	{"comment": "", "curid": 69172, "id": 1831360, "match_segment_pos": "副詞", "match_segment_surf": "あねっと", "query": "っと", "type": "NG_SEG"}
たどるべき地図|など|もちろん|なかった。	{"comment": "", "curid": 691592, "id": 1833246, "match_segment_pos": "助詞--副詞", "match_segment_surf": "など--もちろん", "query": "ども", "type": "OK"}
だから怪我する|んだ|って|。	{"comment": "", "curid": 142702, "id": 1834590, "match_segment_pos": "助動詞--助詞", "match_segment_surf": "んだ--って", "query": "だって", "type": "OK"}
だが、狐に|つまま|れた格好となったヴィセンティーニは、ジロ連覇への意欲を燃やし単独アタックを試みた。	{"comment": "", "curid": 1317855, "id": 1840515, "match_segment_pos": "動詞", "match_segment_surf": "つまま", "query": "まま", "type": "OK"}
だが彼|こそ|は高度な科学力とすぐれた肉体で地球の平和を守る勇者だった。	{"comment": "", "curid": 780913, "id": 1844659, "match_segment_pos": "助詞", "match_segment_surf": "こそ", "query": "こそ", "type": "OK"}
だけど、３０年経ったので経年変化はあるんだ|けども|、経年変化もまた嬉しからずやと。	{"comment": "", "curid": 440274, "id": 1846282, "match_segment_pos": "助詞", "match_segment_surf": "けども", "query": "けども", "type": "OK"}
だけど、資生堂のキャンペーンで出たら大滝詠一の決定打に|なっちゃ?う|じゃ|ない|。	{"comment": "", "curid": 2556109, "id": 1846309, "match_segment_pos": "副詞", "match_segment_surf": "うじゃ", "query": "じゃ", "type": "NG_SEG"}
でも、それも一部|やろ|。	{"comment": "", "curid": 938090, "id": 1860013, "match_segment_pos": "助詞", "match_segment_surf": "やろ", "query": "やろ", "type": "OK"}
でもシェルパはデイヴィッドに酸素を与えようとした|けど|もう|手遅れだったわ。	{"comment": "", "curid": 2496404, "id": 1860347, "match_segment_pos": "助詞--副詞", "match_segment_surf": "けど--もう", "query": "ども", "type": "OK"}
でも音楽的に言えば楽器は|少ない|し|、空気を聴かせたいと思って作っているから。	{"comment": "", "curid": 2668226, "id": 1860561, "match_segment_pos": "形容詞--助詞", "match_segment_surf": "少ない--し", "query": "ないし", "type": "OK"}
ところが、家康は会見|すら|拒否し、逆に清韓を拘束し、且元を大坂へ返した。	{"comment": "", "curid": 4855, "id": 1866387, "match_segment_pos": "助詞", "match_segment_surf": "すら", "query": "すら", "type": "OK"}
どれみ達の小学５年生の時の|ないしょ|の話。	{"comment": "", "curid": 15484, "id": 1877944, "match_segment_pos": "名詞", "match_segment_surf": "ないしょ", "query": "ないし", "type": "OK"}
なお、松平定信とは交友関係が|あった|らしい|。	{"comment": "", "curid": 233986, "id": 1913579, "match_segment_pos": "動詞--助動詞", "match_segment_surf": "あった--らしい", "query": "ったら", "type": "OK"}
なお、戦前の西沢書店は紀伊国屋書店などと|ならび|全国に販売網を持つ大手書店であった。	{"comment": "", "curid": 1845441, "id": 1909300, "match_segment_pos": "動詞", "match_segment_surf": "ならび", "query": "なら", "type": "OK"}
なお、内容は|じゃらん|と同じく、カップル向けに偏っていることが多い。	{"comment": "", "curid": 1137249, "id": 1900296, "match_segment_pos": "名詞", "match_segment_surf": "じゃらん", "query": "じゃ", "type": "OK"}
なお、日本では使用にあたり講習を受けなければ|なら|ない。	{"comment": "", "curid": 63449, "id": 1910613, "match_segment_pos": "動詞", "match_segment_surf": "なら", "query": "なら", "type": "OK"}
なぜなら彼自身がまだまだ|オリジナルじゃ|ないものだと考えている作品だからだ。	{"comment": "", "curid": 1541764, "id": 1936591, "match_segment_pos": "形容詞", "match_segment_surf": "オリジナルじゃ", "query": "じゃ", "type": "OK"}
なまけたろうは、|ほんやら堂|が著作権を保有するキャラクター群である。	{"comment": "", "curid": 2043776, "id": 1938523, "match_segment_pos": "名詞--接尾辞", "match_segment_surf": "ほんや--ら", "query": "やら", "type": "NG_SEG"}
ほとんどの場合、単独|もしくは|つがいでいるが、小群として集まることもある。	{"comment": "", "curid": 2904483, "id": 1974799, "match_segment_pos": "助詞--動詞--名詞", "match_segment_surf": "も--しく--はつ", "query": "もしくは", "type": "NG_SEG"}
また、その形態|ならば|宇宙空間で両側にＭＳ１機ずつを係留して長距離を移動できる。	{"comment": "", "curid": 117372, "id": 2009005, "match_segment_pos": "判定詞", "match_segment_surf": "ならば", "query": "なら", "type": "OK"}
また、遺物の表採に熱意を持つ、地元の天体の彗星捜索家が、ずいぶん地表を|たんねんに|見て歩いた。	{"comment": "", "curid": 317274, "id": 2119573, "match_segment_pos": "形容詞", "match_segment_surf": "たんねんに", "query": "ねん", "type": "OK"}
また、回転時やリクライニング時においてもガタつきの|ない|しっかり|した構造となっている。	{"comment": "", "curid": 1198561, "id": 2062168, "match_segment_pos": "形容詞--副詞", "match_segment_surf": "ない--しっかり", "query": "ないし", "type": "OK"}
また、狩猟の現場では、獲物を仕留めたら直ちに毒矢の傷口周辺の肉は|こそぎ?取っ?て|捨てられる。	{"comment": "", "curid": 1946926, "id": 2099290, "match_segment_pos": "動詞", "match_segment_surf": "こそぎ", "query": "こそ", "type": "OK"}
また、上演時間が１時間|そこそこ|という事も幸いして、当時の作品としては録音頻度も高いものとなっている。	{"comment": "", "curid": 1824598, "id": 2040418, "match_segment_pos": "副詞", "match_segment_surf": "そこそこ", "query": "こそ", "type": "OK"}
また、壁に触れると低温|やけど|をしやすいため、壁にもたれてはいけない。	{"comment": "", "curid": 37353, "id": 2065065, "match_segment_pos": "名詞", "match_segment_surf": "やけど", "query": "けど", "type": "OK"}
また２０１２年には|寿がきや?食品|よりカップラーメンも発売された。	{"comment": "", "curid": 2207550, "id": 1985136, "match_segment_pos": "助詞", "match_segment_surf": "きや", "query": "きや", "type": "NG_SEG"}
またＷＥＢサイトでも本格的な|ままごと|キッチンの作り方が紹介されている。	{"comment": "", "curid": 450669, "id": 1988201, "match_segment_pos": "名詞", "match_segment_surf": "ままごと", "query": "まま", "type": "OK"}
またマハラノビス距離|と|てこ|比は、線形回帰モデルを作る際、外れ値を決定するのによく使われる。	{"comment": "", "curid": 888490, "id": 2143581, "match_segment_pos": "助詞--副詞", "match_segment_surf": "と--てこ", "query": "とて", "type": "OK"}
また屋根は斜めになっており、豆類など水平に弾を発射する植物を後方に配置すると地形に弾が|さえぎら|れる。	{"comment": "", "curid": 1770805, "id": 2163466, "match_segment_pos": "動詞", "match_segment_surf": "さえぎら", "query": "さえ", "type": "OK"}
また格式を重んじる本膳料理は酒席|など|もてなし|の料理のため初めから終わりまで酒が供される。	{"comment": "", "curid": 840796, "id": 2173024, "match_segment_pos": "助詞--名詞", "match_segment_surf": "など--もてなし", "query": "ども", "type": "OK"}
また妻妾は百人にも|および|、妊娠した者はもう寵愛しなかった。	{"comment": "", "curid": 1361220, "id": 2161585, "match_segment_pos": "動詞", "match_segment_surf": "および", "query": "および", "type": "OK"}
また市販のスプーン状計量器には|すりきり|用の平たい板が付いていることがある。	{"comment": "", "curid": 117084, "id": 2164285, "match_segment_pos": "名詞", "match_segment_surf": "すりきり", "query": "きり", "type": "OK"}
また女性は舁き手の詰め所に入れ|ない|しきたり|となっている。	{"comment": "", "curid": 192966, "id": 2161465, "match_segment_pos": "接尾辞--名詞", "match_segment_surf": "ない--しきたり", "query": "ないし", "type": "OK"}
まゆみは光に求愛され少し惹かれた|けれども|、マリ子との友情の方を選んだ。	{"comment": "", "curid": 2636648, "id": 2194232, "match_segment_pos": "助詞", "match_segment_surf": "けれども", "query": "ども", "type": "OK"}
みなとみらい線や|あかい|くつの開業に伴い徐々に縮小されていき、２０１５年秋を以って運行を終了している。	{"comment": "", "curid": 41503, "id": 2195550, "match_segment_pos": "形容詞", "match_segment_surf": "あかい", "query": "かい", "type": "OK"}
むしろ若返ったくらいで驚く|ばかりです|。	{"comment": "", "curid": 525, "id": 2196508, "match_segment_pos": "助動詞", "match_segment_surf": "ばかりです", "query": "ばかり", "type": "OK"}
もし甥が犯罪者でも、|しょうがねえ|なあ、ってぐらいで私はそんなのは平気なのよ。	{"comment": "", "curid": 188652, "id": 2200629, "match_segment_pos": "形容詞", "match_segment_surf": "しょうがねえ", "query": "ねえ", "type": "OK"}
もし彼らが侵略行為をしている場面を我々が|おさえたら|、彼らは何も良いことを期待することはできない。	{"comment": "", "curid": 1510324, "id": 2200451, "match_segment_pos": "動詞", "match_segment_surf": "おさえたら", "query": "さえ", "type": "OK"}
もちろん、この３つの自治体以外でも、|きりせんしょ|は広く岩手県内や県外でも食されている。	{"comment": "", "curid": 2867385, "id": 2200929, "match_segment_pos": "名詞", "match_segment_surf": "きりせんしょ", "query": "きり", "type": "OK"}
ものすごくイキのよさそうな目をしたサバの|お?かしら|が５つ、上を向いた状態で乗っているちらし寿司登場。	{"comment": "", "curid": 2200090, "id": 2206339, "match_segment_pos": "名詞", "match_segment_surf": "おかしら", "query": "かしら", "type": "OK"}
よく|わかんねえ|が、心理的なもんだろう。	{"comment": "", "curid": 3323261, "id": 2215130, "match_segment_pos": "形容詞", "match_segment_surf": "わかんねえ", "query": "ねえ", "type": "OK"}
よるの|ばけもの|は、住野よるによる日本の長編小説。	{"comment": "", "curid": 3539181, "id": 2219761, "match_segment_pos": "名詞", "match_segment_surf": "ばけもの", "query": "けもの", "type": "OK"}
アイシールド２１が突然学校からいなくなったことは他校の生徒には教えては|いけなかった|らしい|。	{"comment": "", "curid": 684393, "id": 2223191, "match_segment_pos": "形容詞--助動詞", "match_segment_surf": "いけなかった--らしい", "query": "ったら", "type": "OK"}
アニメ版では、９歳|で|かもめ|第三小学校３年２組、。	{"comment": "", "curid": 314497, "id": 2243401, "match_segment_pos": "助詞--動詞", "match_segment_surf": "か--もめ", "query": "かも", "type": "NG_SEG"}
アネモネの綿毛や、ガザニアの落下傘、カエデ類や松柏類の翼なども種まきには|じゃまであった|。	{"comment": "", "curid": 866123, "id": 2244247, "match_segment_pos": "形容詞", "match_segment_surf": "じゃまであった", "query": "じゃ", "type": "OK"}
アララギ派の写実主義を受け継ぎながらも、純粋短歌論に基づく抒情性に富んだ新しい歌風を|きりひらいた|。	{"comment": "", "curid": 973927, "id": 2266415, "match_segment_pos": "動詞", "match_segment_surf": "きりひらいた", "query": "きり", "type": "OK"}
アルト・ウルジェイは高地ウルヘル|ないし|上ウルヘルの意味。	{"comment": "", "curid": 1292852, "id": 2271991, "match_segment_pos": "形容詞--名詞", "match_segment_surf": "ない--し上", "query": "ないし", "type": "NG_SEG"}
イャァ、すばらしかったのに|なあー|。	{"comment": "", "curid": 63202, "id": 2304217, "match_segment_pos": "助詞--感動詞", "match_segment_surf": "な--あー", "query": "なあ", "type": "NG_SEG"}
ウシ型結核菌|や|らい菌|は、生得的にピラジナミドに対して抵抗性を持つ。	{"comment": "", "curid": 1890884, "id": 2329089, "match_segment_pos": "助詞--名詞", "match_segment_surf": "や--らい菌", "query": "やら", "type": "OK"}
オオカミ|じゃ|あるまいしね。	{"comment": "", "curid": 832598, "id": 2354204, "match_segment_pos": "助詞", "match_segment_surf": "じゃ", "query": "じゃ", "type": "OK"}
オフィシャルブログ|こぐれんじゃー|参上！では毎回オチのある記事でファンを楽しませている。	{"comment": "", "curid": 1594620, "id": 2362639, "match_segment_pos": "副詞", "match_segment_surf": "じゃー", "query": "じゃ", "type": "NG_SEG"}
キリスト教の用語が使用されるが、用語の意味は伝統的なそれや常識の|それ|と|も|異なる。	{"comment": "", "curid": 1839818, "id": 2421930, "match_segment_pos": "指示詞--助詞--助詞", "match_segment_surf": "それ--と--も", "query": "それとも", "type": "OK"}
ギャップ|など|もともと|ない、という立場。	{"comment": "", "curid": 1423181, "id": 2426767, "match_segment_pos": "助詞--副詞", "match_segment_surf": "など--もともと", "query": "ども", "type": "OK"}
ケイはプログラミングもするが、|主|だって|はアイデアパーソンである。	{"comment": "", "curid": 4144, "id": 2458483, "match_segment_pos": "動詞", "match_segment_surf": "主だって", "query": "だって", "type": "NG_SEG"}
ケインが車を停めて降りる数秒のシーンがあるが、実際は坂道を惰性で少し|くだって|いるだけである。	{"comment": "", "curid": 2523614, "id": 2458819, "match_segment_pos": "動詞", "match_segment_surf": "くだって", "query": "だって", "type": "OK"}
コアンダは軽い|やけど|を負ったが脱出した。	{"comment": "", "curid": 189530, "id": 2471279, "match_segment_pos": "名詞", "match_segment_surf": "やけど", "query": "けど", "type": "OK"}
シーヴァカが薬を王の右眼に塗ると、王の眼はまわり|きりきり|と痛んだ。	{"comment": "", "curid": 3272435, "id": 2546146, "match_segment_pos": "副詞", "match_segment_surf": "きりきり", "query": "きり", "type": "OK"}
ジェリーは|さえぎった|。	{"comment": "", "curid": 1480585, "id": 2548379, "match_segment_pos": "動詞", "match_segment_surf": "さえぎった", "query": "さえ", "type": "OK"}
ジャケットのイラストは、|もこなあぱぱ|の描き下ろしである。	{"comment": "", "curid": 2361709, "id": 2552409, "match_segment_pos": "名詞", "match_segment_surf": "もこなあぱぱ", "query": "なあ", "type": "OK"}
ジャザリーは様々な水時計|や|ろうそく|時計を作った。	{"comment": "", "curid": 1944633, "id": 2553511, "match_segment_pos": "助詞--名詞", "match_segment_surf": "や--ろうそく", "query": "やろ", "type": "OK"}
ジャッカルが真の敵|か|いまだ|判断のつかないうちに巻き起こるジャッカルと古巣・弱肉学園との全面抗争。	{"comment": "", "curid": 426904, "id": 2554024, "match_segment_pos": "助詞--副詞", "match_segment_surf": "か--いまだ", "query": "かい", "type": "OK"}
ジョーン・バエズ、上條恒彦、小室等、|高石?ともや|らによる録音がある。	{"comment": "", "curid": 3085422, "id": 2564659, "match_segment_pos": "名詞--接尾辞", "match_segment_surf": "もや--ら", "query": "やら", "type": "NG_SEG"}
セイカノートからはぬりえ|や|らくがき|ちょう、アルミ製弁当箱や水筒等も発売されていた。	{"comment": "", "curid": 87727, "id": 2598950, "match_segment_pos": "助詞--名詞", "match_segment_surf": "や--らくがき", "query": "やら", "type": "OK"}
ゼラチンや寒天は加熱してから冷却する事でゲル化するが、|葛きり|は澱粉なので加熱する事でゲル化する。	{"comment": "", "curid": 48492, "id": 2607739, "match_segment_pos": "名詞", "match_segment_surf": "葛きり", "query": "きり", "type": "OK"}
チームを率いるイーフはザックと過ごす貴重な週末を|きりあげて|空港に急行、機内の調査に入るのだった．．．。	{"comment": "", "curid": 2256721, "id": 2648915, "match_segment_pos": "動詞", "match_segment_surf": "きりあげて", "query": "きり", "type": "OK"}
テレビ|さえ|デジタル化の免疫がない。	{"comment": "", "curid": 900951, "id": 2659727, "match_segment_pos": "助詞", "match_segment_surf": "さえ", "query": "さえ", "type": "OK"}
ハーダーは命中弾|こそ|与えたが攻撃は不徹底に終わり、東方に脱出した。	{"comment": "", "curid": 1027890, "id": 2752688, "match_segment_pos": "助詞", "match_segment_surf": "こそ", "query": "こそ", "type": "OK"}
バックストレートは大きな弓状にカーブしており、幅員が広くオーバーテイクの|仕掛け|どころ|となる。	{"comment": "", "curid": 127850, "id": 2760562, "match_segment_pos": "名詞--助詞", "match_segment_surf": "仕掛け--どころ", "query": "けど", "type": "OK"}
パウロも石打ちにあったものの、|何とか|いきのびて|いる。	{"comment": "", "curid": 129807, "id": 2776143, "match_segment_pos": "副詞--動詞", "match_segment_surf": "何とか--いきのびて", "query": "かい", "type": "OK"}
パッチはいつも兄弟に|のけもの|にされ、パパのポンゴにまで忘れられる。	{"comment": "", "curid": 1821757, "id": 2778996, "match_segment_pos": "名詞", "match_segment_surf": "のけもの", "query": "けもの", "type": "OK"}
パラシュートを使って飛び降りる博士に銭形が|くらいつき|、一緒に落下していく。	{"comment": "", "curid": 1302893, "id": 2781399, "match_segment_pos": "動詞", "match_segment_surf": "くらいつき", "query": "くらい", "type": "OK"}
ブラームス陣営から出発したツェムリンスキーやシェーンベルク|で|すら|も|後には交響詩を手懸けた。	{"comment": "", "curid": 20096, "id": 2852102, "match_segment_pos": "判定詞--名詞", "match_segment_surf": "です--らも", "query": "すら", "type": "NG_SEG"}
ホスト業の傍ら、元祖|カリスマ|ホスト|として数多くのテレビ番組に出演した。	{"comment": "", "curid": 2679295, "id": 2900413, "match_segment_pos": "名詞--名詞", "match_segment_surf": "カリスマ--ホスト", "query": "スマホ", "type": "OK"}
ボーカルは|さかもと|えいぞう。	{"comment": "", "curid": 2741438, "id": 2916914, "match_segment_pos": "名詞", "match_segment_surf": "さかもと", "query": "かも", "type": "OK"}
ポテンシャルが局所的に負になる場合は、負の最小値の分だけ|かさあげ|してやれば。	{"comment": "", "curid": 2003089, "id": 2921991, "match_segment_pos": "名詞", "match_segment_surf": "かさあげ", "query": "さあ", "type": "OK"}
マイペース|な|あひる|くんや、どこか人間くさい鳥達の日常がコミカルかつシュールに描かれる。	{"comment": "", "curid": 2760315, "id": 2930119, "match_segment_pos": "判定詞--名詞", "match_segment_surf": "な--あひる", "query": "なあ", "type": "OK"}
マッツィーニ|とて|新たな支配的な政府に不満であったから、新共和国に対する揺さぶりを続けた。	{"comment": "", "curid": 68318, "id": 2938898, "match_segment_pos": "助詞", "match_segment_surf": "とて", "query": "とて", "type": "OK"}
ミニ紅白|かもめ|の|玉子の色違いバージョンで、ごく薄い緑色の玉子と白色の玉子が入っている。	{"comment": "", "curid": 504755, "id": 2958575, "match_segment_pos": "形容詞", "match_segment_surf": "かも", "query": "かも", "type": "NG_SEG"}
モノトーンで統一されたパッケージや包装紙|など|も|特徴。	{"comment": "", "curid": 3546945, "id": 2984957, "match_segment_pos": "助詞--助詞", "match_segment_surf": "など--も", "query": "ども", "type": "OK"}
ヤツェックとプラツェックはやんちゃで|怠けもの|の双子。	{"comment": "", "curid": 2073664, "id": 2992950, "match_segment_pos": "名詞", "match_segment_surf": "怠けもの", "query": "けもの", "type": "OK"}
ライブで使用する絵は、写しがほとんどであるが|仕掛け|もの|は原画を使用している。	{"comment": "", "curid": 3135214, "id": 3008517, "match_segment_pos": "動詞--名詞", "match_segment_surf": "仕掛け--もの", "query": "けもの", "type": "OK"}
ライヴリーは|大?やけど|を負ったにも拘らず、驚異的なスピードで回復していた。	{"comment": "", "curid": 3303390, "id": 3010258, "match_segment_pos": "名詞", "match_segment_surf": "大やけど", "query": "けど", "type": "OK"}
レオンの南東９キロメートル、道のりで３０キロメートルほどに位置し、農地の只中に|ぽつねん|と建っている。	{"comment": "", "curid": 3406251, "id": 3049320, "match_segment_pos": "副詞", "match_segment_surf": "ぽつねん", "query": "ねん", "type": "OK"}
ローマ建築を|ささえた|のは、このような建設資材の安定的な供給と流通経路の整備である。	{"comment": "", "curid": 90718, "id": 3079956, "match_segment_pos": "動詞", "match_segment_surf": "ささえた", "query": "さえ", "type": "OK"}
ロックンロールにハンバーガーと、アメリカ文化が広まり|つつ|あった中で、ハリーとベッティは恋に落ちる。	{"comment": "", "curid": 3546119, "id": 3069394, "match_segment_pos": "助詞", "match_segment_surf": "つつ", "query": "つつ　", "type": "OK"}
愛と平和と理解を信じる|かい|？。	{"comment": "", "curid": 2040514, "id": 4439838, "match_segment_pos": "助詞", "match_segment_surf": "かい", "query": "かい", "type": "OK"}
愛称はひーちゃん、ひとみん、|ひっと|、など。	{"comment": "", "curid": 2379953, "id": 4442769, "match_segment_pos": "感動詞--助詞", "match_segment_surf": "ひっ--と", "query": "っと", "type": "NG_SEG"}
愛猫はメルローズ|と|てっぺい|。	{"comment": "", "curid": 3097317, "id": 4441111, "match_segment_pos": "助詞--名詞", "match_segment_surf": "と--てっぺい", "query": "とて", "type": "OK"}
或時いかなる故|か|しら|ず馬上にて馳せ行き、小浜塩木山に於て害に逢う。	{"comment": "", "curid": 1566222, "id": 4454672, "match_segment_pos": "助詞--動詞", "match_segment_surf": "か--しら", "query": "かしら", "type": "OK"}
暗い墓場の奥にある屋敷には、コワイ妖怪が|うじゃうじゃ|。	{"comment": "", "curid": 3186941, "id": 4674330, "match_segment_pos": "名詞", "match_segment_surf": "うじゃうじゃ", "query": "じゃ", "type": "OK"}
一般にパックドカラムに比べ単位長|さ|あたり|の理論段数は高い。	{"comment": "", "curid": 224955, "id": 3131482, "match_segment_pos": "接尾辞--接尾辞", "match_segment_surf": "さ--あたり", "query": "さあ", "type": "OK"}
一般的な|ひなあられ|の風味に似ており、甘さは控えめである。	{"comment": "", "curid": 432837, "id": 3134591, "match_segment_pos": "名詞", "match_segment_surf": "ひなあられ", "query": "なあ", "type": "OK"}
一方、マタギ料理が起源であるとも言われ、だまこもちが|きりたんぽ|の原型になったとする説もある。	{"comment": "", "curid": 775281, "id": 3108210, "match_segment_pos": "名詞", "match_segment_surf": "きりたんぽ", "query": "きり", "type": "OK"}
引退|なんか|したらあかん。	{"comment": "", "curid": 709425, "id": 4291685, "match_segment_pos": "助詞", "match_segment_surf": "なんか", "query": "なんか", "type": "OK"}
飲食店で出される|じゃっぱ?汁|は、じゃっぱだけでなく身も入れられることが多い。	{"comment": "", "curid": 536297, "id": 5892803, "match_segment_pos": "副詞", "match_segment_surf": "じゃっ", "query": "じゃ", "type": "NG_SEG"}
隠居がポカンとしていると、八五郎が今度は|はばかり|の場所を聞いてきた。	{"comment": "", "curid": 1581192, "id": 5837566, "match_segment_pos": "名詞", "match_segment_surf": "はばかり", "query": "ばかり", "type": "OK"}
運営会社は株式会社|じゃねっと|。	{"comment": "", "curid": 3336349, "id": 5727532, "match_segment_pos": "助詞", "match_segment_surf": "じゃ", "query": "じゃ", "type": "NG_SEG"}
穎果を穀物として食べる場合、種子の外側にあるこれらの構造がとても|じゃまに|なる。	{"comment": "", "curid": 108773, "id": 5298972, "match_segment_pos": "形容詞", "match_segment_surf": "じゃまに", "query": "じゃ", "type": "OK"}
汚い音|だって|辞さない。	{"comment": "", "curid": 49818, "id": 4931893, "match_segment_pos": "助詞", "match_segment_surf": "だって", "query": "だって", "type": "OK"}
下駄履き禁止の渋谷東急ホテルへ相米監督は下駄履き・|ヒゲもじゃ|といった風体で薬師丸との面接に現れた。	{"comment": "", "curid": 384289, "id": 3180987, "match_segment_pos": "形容詞", "match_segment_surf": "ヒゲもじゃ", "query": "じゃ", "type": "OK"}
何もかもまかせて勝手にやってくれ|じゃ|どうにもならんよ。	{"comment": "", "curid": 1797373, "id": 3421563, "match_segment_pos": "助詞", "match_segment_surf": "じゃ", "query": "じゃ", "type": "OK"}
加えてスポンサーであるスーパー吉田の社長が、マミーズに|なにやら|話がある様子。	{"comment": "", "curid": 1913150, "id": 3624853, "match_segment_pos": "副詞", "match_segment_surf": "なにやら", "query": "やら", "type": "OK"}
加奈の|ねえちゃん|と交際している。	{"comment": "", "curid": 2173271, "id": 3625901, "match_segment_pos": "名詞", "match_segment_surf": "ねえちゃん", "query": "ねえ", "type": "OK"}
海賊の|かしら|である少女テトラとその手下たち、そして緑衣の少年リンク。	{"comment": "", "curid": 1101620, "id": 4976226, "match_segment_pos": "名詞", "match_segment_surf": "かしら", "query": "かしら", "type": "OK"}
街路は|あたかも|迷宮のように、舗装された細い道が入り組んでいる。	{"comment": "", "curid": 1066019, "id": 5552905, "match_segment_pos": "副詞", "match_segment_surf": "あたかも", "query": "かも", "type": "OK"}
甘えん坊で、飼い主によく|じゃれる|。	{"comment": "", "curid": 1043458, "id": 5158556, "match_segment_pos": "動詞", "match_segment_surf": "じゃれる", "query": "じゃ", "type": "OK"}
関門海峡を眼下に望める風光明媚な競輪場として知られ、シンボルマークは|かもめ|がＭ字型に羽を広げたもの。	{"comment": "", "curid": 706501, "id": 5821818, "match_segment_pos": "名詞", "match_segment_surf": "かもめ", "query": "かも", "type": "OK"}
逆に奥さんに|ないしょ|でお金を借りに来るような人はだめだ。	{"comment": "", "curid": 1428304, "id": 5701651, "match_segment_pos": "名詞", "match_segment_surf": "ないしょ", "query": "ないし", "type": "OK"}
休日に運転されている|特急|かいおう|５号が行き違い待ちで当駅に運転停車する。	{"comment": "NE", "curid": 85994, "id": 3395645, "match_segment_pos": "助詞--動詞", "match_segment_surf": "か--いおう", "query": "かい", "type": "NG_SEG"}
給付される製品は|べつかい|乳業興社が供給している。	{"comment": "", "curid": 7492, "id": 5396761, "match_segment_pos": "助詞", "match_segment_surf": "かい", "query": "かい", "type": "NG_SEG"}
京都府舞鶴市共々、|肉じゃが|の発祥地に名乗りを上げている。	{"comment": "", "curid": 24942, "id": 3297984, "match_segment_pos": "名詞", "match_segment_surf": "肉じゃが", "query": "じゃ", "type": "OK"}
近縁の|アカントストマトプス|属の研究からも少なくとも十分成長した後は陸生であったことが推測される。	{"comment": "", "curid": 1527128, "id": 5693695, "match_segment_pos": "UNK", "match_segment_surf": "アカントストマトプス", "query": "トマト", "type": "OK"}
近年は登場機会が|めっきり|減っている。	{"comment": "", "curid": 269454, "id": 5691382, "match_segment_pos": "副詞", "match_segment_surf": "めっきり", "query": "きり", "type": "OK"}
苦悩|ばっかり|歌ってもしょうがないですからね。	{"comment": "", "curid": 2435391, "id": 5514833, "match_segment_pos": "助詞", "match_segment_surf": "ばっかり", "query": "ばっか", "type": "OK"}
空気抵抗なども激しくなることも考えると、これでも重すぎる|ぐらい|である。	{"comment": "", "curid": 141426, "id": 5301140, "match_segment_pos": "名詞", "match_segment_surf": "ぐらい", "query": "ぐらい", "type": "OK"}
刑|ないしは|刑事罰ともいう。	{"comment": "", "curid": 4665, "id": 3570067, "match_segment_pos": "助詞", "match_segment_surf": "ないしは", "query": "ないし", "type": "OK"}
経験を積んだため|か|いくらか|落ち着きがあり、余裕のある態度を見せるが、根本的な性格は変わっていない。	{"comment": "", "curid": 2259490, "id": 5385074, "match_segment_pos": "助詞--副詞", "match_segment_surf": "か--いくらか", "query": "かい", "type": "OK"}
結果、年貢は下がり、名主は追放されたが、佐橋本人はお咎めを受ける|どころ|か|後に増石まで受けている。	{"comment": "", "curid": 2593851, "id": 5392845, "match_segment_pos": "指示詞--名詞", "match_segment_surf": "どこ--ろか", "query": "どころ", "type": "NG_SEG"}
結果彼の同僚は亡くなったが、彼は|こそこそ|逃げ回った。	{"comment": "", "curid": 2920748, "id": 5395327, "match_segment_pos": "副詞", "match_segment_surf": "こそこそ", "query": "こそ", "type": "OK"}
